iteration,Average_Score
1,0.18552380952380956
2,0.18171428571428572
3,0.11238095238095236
4,0.19657142857142856
5,0.14095238095238097
6,0.20380952380952383
7,0.1779047619047619
8,0.268
9,0.12152380952380952
10,0.1264761904761905
11,0.19276190476190475
12,0.18285714285714286
13,0.1203809523809524
14,0.15542857142857147
15,0.21828571428571433
16,0.23752380952380955
17,0.12
18,0.19504761904761905
19,0.15238095238095237
20,0.2139047619047619
21,0.18038095238095236
22,0.15066666666666667
23,0.1276190476190476
24,0.18019047619047618
25,0.2607619047619048
26,0.12914285714285717
27,0.2592380952380952
28,0.25390476190476197
29,0.22952380952380955
30,0.2556190476190476
31,0.18057142857142858
32,0.2161904761904762
33,0.2350476190476191
34,0.17523809523809525
35,0.19009523809523815
36,0.1725714285714286
37,0.18285714285714288
38,0.12647619047619046
39,0.16952380952380955
40,0.19238095238095237
41,0.14742857142857144
42,0.12533333333333335
43,0.18285714285714288
44,0.1299047619047619
45,0.2733333333333333
46,0.22476190476190477
47,0.22266666666666665
48,0.2500952380952381
49,0.17752380952380956
50,0.23447619047619045
51,0.19961904761904764
52,0.2407619047619048
53,0.27809523809523806
54,0.21752380952380954
55,0.21904761904761907
56,0.21333333333333337
57,0.22800000000000004
58,0.2805714285714286
59,0.20152380952380952
60,0.1923809523809524
61,0.22095238095238096
62,0.20876190476190476
63,0.21523809523809528
64,0.10857142857142857
65,0.1763809523809524
66,0.2121904761904762
67,0.2167619047619048
68,0.20285714285714285
69,0.136
70,0.23314285714285715
71,0.20571428571428574
72,0.16076190476190477
73,0.16571428571428576
74,0.2001904761904762
75,0.2297142857142857
76,0.21657142857142858
77,0.20685714285714285
78,0.2144761904761905
79,0.15923809523809523
80,0.2626666666666667
81,0.24495238095238095
82,0.23714285714285716
83,0.15352380952380953
84,0.16952380952380955
85,0.1481904761904762
86,0.2792380952380953
87,0.2392380952380952
88,0.208952380952381
89,0.16152380952380957
90,0.22876190476190478
91,0.1542857142857143
92,0.22819047619047622
93,0.11200000000000003
94,0.056761904761904756
95,0.13028571428571428
96,0.10361904761904764
97,0.1299047619047619
98,0.24380952380952384
99,0.1923809523809524
100,0.18285714285714288
101,0.15352380952380953
102,0.1925714285714286
103,0.18552380952380954
104,0.1944761904761905
105,0.09219047619047618
106,0.15466666666666667
107,0.2384761904761905
108,0.20685714285714285
109,0.12571428571428572
110,0.23009523809523813
111,0.16685714285714287
112,0.1718095238095238
113,0.20342857142857146
114,0.1718095238095238
115,0.15619047619047624
116,0.12361904761904763
117,0.1438095238095238
118,0.21333333333333332
119,0.05676190476190477
120,0.22476190476190477
121,0.15619047619047619
122,0.15695238095238095
123,0.16304761904761905
124,0.18514285714285716
125,0.20457142857142863
126,0.2156190476190476
127,0.23485714285714288
128,0.1939047619047619
129,0.23714285714285718
130,0.20323809523809522
131,0.1721904761904762
132,0.19276190476190477
133,0.1798095238095238
134,0.21104761904761907
135,0.132952380952381
136,0.16609523809523813
137,0.22552380952380954
138,0.23580952380952383
139,0.21523809523809523
140,0.256952380952381
141,0.20914285714285716
142,0.16914285714285715
143,0.18476190476190477
144,0.22552380952380952
145,0.29028571428571426
146,0.14704761904761904
147,0.2571428571428572
148,0.12228571428571429
149,0.2573333333333333
150,0.1596190476190476
151,0.25923809523809527
152,0.20647619047619048
153,0.2100952380952381
154,0.2283809523809524
155,0.11657142857142858
156,0.14933333333333337
157,0.22057142857142856
158,0.18133333333333335
159,0.1664761904761905
160,0.11885714285714286
161,0.21828571428571428
162,0.14247619047619048
163,0.16076190476190477
164,0.20571428571428574
165,0.15161904761904763
166,0.29619047619047617
167,0.21352380952380953
168,0.17714285714285716
169,0.15809523809523812
170,0.18171428571428577
171,0.10400000000000001
172,0.2020952380952381
173,0.15657142857142856
174,0.15885714285714286
175,0.1638095238095238
176,0.144
177,0.21219047619047618
178,0.21219047619047618
179,0.1603809523809524
180,0.16038095238095237
181,0.12723809523809523
182,0.15904761904761905
183,0.13771428571428573
184,0.09676190476190477
185,0.18057142857142858
186,0.13599999999999998
187,0.22304761904761902
188,0.16114285714285714
189,0.15657142857142858
190,0.17333333333333337
191,0.14628571428571427
192,0.15885714285714286
193,0.12380952380952381
194,0.1744761904761905
195,0.16304761904761905
196,0.19771428571428573
197,0.2001904761904762
198,0.16876190476190478
199,0.11352380952380951
200,0.21352380952380953
201,0.16
202,0.15885714285714286
203,0.18361904761904763
204,0.15047619047619049
205,0.11885714285714286
206,0.13104761904761905
207,0.15657142857142858
208,0.23066666666666666
209,0.19352380952380951
210,0.10361904761904764
211,0.12266666666666667
212,0.13142857142857142
213,0.21942857142857145
214,0.06095238095238096
215,0.09790476190476191
216,0.21161904761904765
217,0.11657142857142858
218,0.21504761904761907
219,0.11809523809523807
220,0.15009523809523811
221,0.11161904761904765
222,0.062476190476190484
223,0.1598095238095238
224,0.17904761904761907
225,0.10247619047619047
226,0.09028571428571427
227,0.17866666666666667
228,0.152
229,0.10704761904761906
230,0.15885714285714286
231,0.1718095238095238
232,0.15219047619047618
233,0.19866666666666669
234,0.08114285714285714
235,0.09638095238095239
236,0.25428571428571434
237,0.14666666666666667
238,0.11295238095238096
239,0.1822857142857143
240,0.11733333333333336
241,0.11885714285714286
242,0.09371428571428572
243,0.10704761904761906
244,0.19428571428571428
245,0.15961904761904763
246,0.12228571428571429
247,0.16533333333333336
248,0.12114285714285718
249,0.12304761904761907
250,0.32590476190476186
251,0.1988571428571429
252,0.13142857142857145
253,0.2510476190476191
254,0.25
255,0.25
256,0.25
257,0.25
258,0.25
259,0.21600000000000005
260,0.15390476190476193
261,0.2708571428571429
262,0.17028571428571432
263,0.19866666666666666
264,0.24
265,0.2013333333333333
266,0.18761904761904763
267,0.1340952380952381
268,0.19771428571428573
269,0.17104761904761906
270,0.3196190476190476
271,0.21866666666666665
272,0.20552380952380958
273,0.20457142857142857
274,0.24952380952380954
275,0.10019047619047619
276,0.18476190476190477
277,0.18971428571428572
278,0.2266666666666667
279,0.12152380952380952
280,0.23561904761904762
281,0.22133333333333333
282,0.15352380952380953
283,0.16038095238095237
284,0.25047619047619046
285,0.21733333333333332
286,0.19161904761904763
287,0.1942857142857143
288,0.33161904761904765
289,0.14552380952380953
290,0.17485714285714288
291,0.1733333333333334
292,0.14895238095238097
293,0.10476190476190476
294,0.23142857142857146
295,0.20533333333333337
296,0.18095238095238098
297,0.19809523809523813
298,0.15580952380952384
299,0.15809523809523812
300,0.19047619047619047
301,0.2434285714285714
302,0.20857142857142857
303,0.2019047619047619
304,0.2203809523809524
305,0.3026666666666667
306,0.16114285714285717
307,0.1908571428571429
308,0.13219047619047616
309,0.24742857142857147
310,0.21066666666666664
311,0.2870476190476191
312,0.22952380952380955
313,0.19047619047619052
314,0.2186666666666667
315,0.16152380952380954
316,0.26
317,0.14247619047619048
318,0.2163809523809524
319,0.12380952380952381
320,0.16419047619047616
321,0.18590476190476193
322,0.15504761904761905
323,0.12838095238095237
324,0.16914285714285715
325,0.13638095238095238
326,0.17866666666666667
327,0.21257142857142855
328,0.1596190476190476
329,0.15466666666666667
330,0.2531428571428571
331,0.24857142857142858
332,0.15314285714285716
333,0.10742857142857146
334,0.22685714285714287
335,0.22685714285714287
336,0.15466666666666667
337,0.15352380952380953
338,0.20857142857142857
339,0.15352380952380953
340,0.14476190476190476
341,0.18666666666666668
342,0.1321904761904762
343,0.14666666666666667
344,0.18209523809523806
345,0.17085714285714287
346,0.1860952380952381
347,0.24209523809523814
348,0.15352380952380953
349,0.22247619047619044
350,0.21961904761904766
351,0.19752380952380952
352,0.17714285714285719
353,0.15352380952380953
354,0.19961904761904764
355,0.12876190476190477
356,0.2066666666666667
357,0.22019047619047613
358,0.1860952380952381
