iteration,Average_Score
359,0.1801904761904762
360,0.20800000000000002
361,0.16342857142857142
362,0.18857142857142858
363,0.16685714285714287
364,0.21523809523809523
365,0.1740952380952381
366,0.11885714285714286
367,0.20076190476190478
368,0.16819047619047617
369,0.14361904761904762
370,0.1283809523809524
371,0.19333333333333336
372,0.19809523809523813
373,0.13466666666666666
374,0.17790476190476193
375,0.1580952380952381
376,0.21828571428571428
377,0.2302857142857143
378,0.16361904761904764
379,0.19828571428571432
380,0.2038095238095238
381,0.24228571428571435
382,0.19295238095238093
383,0.09257142857142858
384,0.19314285714285712
385,0.1676190476190476
386,0.22723809523809524
387,0.12876190476190477
388,0.16685714285714287
389,0.16990476190476195
390,0.1645714285714286
391,0.16685714285714287
392,0.18742857142857144
393,0.13352380952380954
394,0.20152380952380958
395,0.2059047619047619
396,0.23200000000000004
397,0.21600000000000003
398,0.21028571428571433
399,0.21200000000000002
400,0.21142857142857144
401,0.18019047619047618
402,0.15314285714285714
403,0.17485714285714288
404,0.1678095238095238
405,0.16495238095238096
406,0.22285714285714286
407,0.16876190476190478
408,0.17104761904761906
409,0.20514285714285715
410,0.1401904761904762
411,0.19676190476190478
412,0.10895238095238098
413,0.13790476190476192
414,0.21600000000000003
415,0.22247619047619044
416,0.18971428571428572
417,0.23447619047619045
418,0.19314285714285714
419,0.13904761904761906
420,0.23390476190476192
421,0.17980952380952384
422,0.25466666666666665
423,0.16152380952380957
424,0.16723809523809524
425,0.20685714285714285
426,0.13104761904761905
427,0.18819047619047619
428,0.20114285714285715
429,0.14590476190476193
430,0.15885714285714286
431,0.15161904761904763
432,0.17257142857142857
433,0.15885714285714286
434,0.18133333333333335
435,0.15580952380952381
436,0.13371428571428573
437,0.12533333333333335
438,0.22342857142857148
439,0.13180952380952382
440,0.17371428571428574
441,0.2219047619047619
442,0.18285714285714288
443,0.16057142857142856
444,0.15238095238095237
445,0.20457142857142857
446,0.14400000000000002
447,0.24857142857142858
448,0.15200000000000002
449,0.19104761904761908
450,0.26
451,0.22057142857142856
452,0.12266666666666666
453,0.09142857142857144
454,0.15085714285714288
455,0.19466666666666668
456,0.20876190476190476
457,0.14495238095238097
458,0.12038095238095237
459,0.29123809523809524
460,0.18133333333333335
461,0.2592380952380952
462,0.15695238095238095
463,0.14704761904761904
464,0.1948571428571429
465,0.1518095238095238
466,0.1645714285714286
467,0.14819047619047618
468,0.15504761904761905
469,0.11695238095238096
470,0.1946666666666667
471,0.21885714285714286
472,0.17790476190476193
473,0.13980952380952383
474,0.10971428571428572
475,0.23523809523809525
476,0.19923809523809527
477,0.1866666666666667
478,0.15885714285714286
479,0.2003809523809524
480,0.2365714285714286
481,0.13904761904761903
482,0.14933333333333337
483,0.1737142857142857
484,0.23809523809523808
485,0.1318095238095238
486,0.18819047619047619
487,0.24361904761904762
488,0.18457142857142858
489,0.18780952380952382
490,0.11504761904761904
491,0.1725714285714286
492,0.144
493,0.14476190476190479
494,0.27771428571428575
495,0.1603809523809524
496,0.2038095238095238
497,0.2060952380952381
498,0.05104761904761904
499,0.156
500,0.20457142857142857
501,0.18380952380952378
502,0.15466666666666667
503,0.16590476190476192
504,0.2619047619047619
505,0.21828571428571433
506,0.12914285714285717
507,0.2175238095238095
508,0.15123809523809525
509,0.15904761904761905
510,0.21733333333333332
511,0.10057142857142858
512,0.1561904761904762
513,0.08761904761904762
514,0.1801904761904762
515,0.16914285714285718
516,0.20190476190476195
517,0.13523809523809524
518,0.15238095238095242
519,0.17295238095238097
520,0.10476190476190476
521,0.18552380952380956
522,0.12533333333333335
523,0.26704761904761903
524,0.21523809523809528
525,0.17676190476190476
526,0.17028571428571432
527,0.14933333333333335
528,0.1942857142857143
529,0.21619047619047618
530,0.2573333333333333
531,0.23314285714285718
532,0.20685714285714285
533,0.19485714285714287
534,0.2390476190476191
535,0.25428571428571434
536,0.22495238095238093
537,0.152
538,0.16266666666666665
539,0.1474285714285714
540,0.17676190476190476
541,0.15276190476190477
542,0.23314285714285715
543,0.20247619047619048
544,0.26209523809523816
545,0.16380952380952382
546,0.16076190476190477
547,0.20400000000000001
548,0.22666666666666666
549,0.1561904761904762
550,0.14780952380952384
551,0.18095238095238098
552,0.13714285714285718
553,0.14857142857142858
554,0.21790476190476196
555,0.19466666666666668
556,0.2019047619047619
557,0.17295238095238097
558,0.10895238095238098
559,0.24819047619047616
560,0.14285714285714285
561,0.19447619047619047
562,0.18342857142857144
563,0.14857142857142858
564,0.15238095238095237
565,0.15580952380952381
566,0.13447619047619047
567,0.128
568,0.1299047619047619
569,0.15847619047619046
570,0.17942857142857144
571,0.11923809523809523
572,0.17904761904761907
573,0.16228571428571428
574,0.22800000000000004
575,0.22495238095238096
576,0.13066666666666668
577,0.12304761904761904
578,0.19771428571428573
579,0.15657142857142856
580,0.27371428571428574
581,0.25123809523809526
582,0.19047619047619052
583,0.10095238095238095
584,0.13066666666666668
585,0.13485714285714287
586,0.15923809523809526
587,0.18666666666666668
588,0.1059047619047619
589,0.12190476190476192
590,0.1721904761904762
591,0.23466666666666672
592,0.15123809523809525
593,0.12000000000000002
594,0.14095238095238097
595,0.20476190476190478
596,0.26152380952380955
597,0.2043809523809524
598,0.14171428571428574
